ID;f1_keyword;f2_language;f3_searchloc;f4_destination;ranking;lon;lat
7Xa;Drink;English;Anderlecht;in Brussels;20;50,84843;4,3539
7Ya;Drink;Dutch;Anderlecht;in Brussels;1;50,84606;4,35694
7Ya;Drink;Dutch;Anderlecht;in Brussels;2;50,84891;4,34722
7Ya;Drink;Dutch;Anderlecht;in Brussels;3;50,84859;4,3563
7Ya;Drink;Dutch;Anderlecht;in Brussels;4;50,85117;4,35005
7Ya;Drink;Dutch;Anderlecht;in Brussels;5;50,84474;4,34998
7Ya;Drink;Dutch;Anderlecht;in Brussels;6;50,85034;4,35477
7Ya;Drink;Dutch;Anderlecht;in Brussels;7;50,83801;4,3593
7Ya;Drink;Dutch;Anderlecht;in Brussels;8;50,84408;4,35242
7Ya;Drink;Dutch;Anderlecht;in Brussels;9;50,84916;4,35431
7Ya;Drink;Dutch;Anderlecht;in Brussels;10;50,84825;4,35059
7Ya;Drink;Dutch;Anderlecht;in Brussels;11;50,84809;4,35391
7Ya;Drink;Dutch;Anderlecht;in Brussels;12;50,86451;4,37344
7Ya;Drink;Dutch;Anderlecht;in Brussels;13;50,8164;4,37457
7Ya;Drink;Dutch;Anderlecht;in Brussels;14;50,84929;4,34765
7Ya;Drink;Dutch;Anderlecht;in Brussels;15;50,83362;4,34444
7Ya;Drink;Dutch;Anderlecht;in Brussels;16;50,84949;4,36686
7Ya;Drink;Dutch;Anderlecht;in Brussels;17;50,82821;4,37631
7Ya;Drink;Dutch;Anderlecht;in Brussels;18;50,83961;4,35541
7Ya;Drink;Dutch;Anderlecht;in Brussels;19;50,84847;4,35389
7Ya;Drink;Dutch;Anderlecht;in Brussels;20;50,82655;4,3623
7Wa;Drink;French;Anderlecht;in Brussels;1;50,8268;4,37443
7Wa;Drink;French;Anderlecht;in Brussels;2;50,84203;4,35265
7Wa;Drink;French;Anderlecht;in Brussels;3;50,84474;4,34998
7Wa;Drink;French;Anderlecht;in Brussels;4;50,84512;4,34696
7Wa;Drink;French;Anderlecht;in Brussels;5;50,8406;4,35161
7Wa;Drink;French;Anderlecht;in Brussels;6;50,84834;4,34747
7Wa;Drink;French;Anderlecht;in Brussels;7;50,84606;4,35694
7Wa;Drink;French;Anderlecht;in Brussels;8;50,81489;4,38817
7Wa;Drink;French;Anderlecht;in Brussels;9;50,84403;4,36016
7Wa;Drink;French;Anderlecht;in Brussels;10;50,84327;4,35858
7Wa;Drink;French;Anderlecht;in Brussels;11;50,85018;4,34748
7Wa;Drink;French;Anderlecht;in Brussels;12;50,84847;4,35389
7Wa;Drink;French;Anderlecht;in Brussels;13;50,8268;4,37443
7Wa;Drink;French;Anderlecht;in Brussels;14;50,81584;4,3726
7Wa;Drink;French;Anderlecht;in Brussels;15;50,84268;4,35107
7Wa;Drink;French;Anderlecht;in Brussels;16;50,8402;4,35681
7Wa;Drink;French;Anderlecht;in Brussels;17;50,84653;4,34987
7Wa;Drink;French;Anderlecht;in Brussels;18;50,84834;4,34747
7Wa;Drink;French;Anderlecht;in Brussels;19;50,85263;4,34308
7Wa;Drink;French;Anderlecht;in Brussels;20;50,84693;4,34708
7Xb;Drink;English;Oudergem;in Brussels;1;50,84617;4,35143
7Xb;Drink;English;Oudergem;in Brussels;2;50,81584;4,3726
7Xb;Drink;English;Oudergem;in Brussels;3;50,84474;4,34998
7Xb;Drink;English;Oudergem;in Brussels;4;50,84327;4,35858
7Xb;Drink;English;Oudergem;in Brussels;5;50,84859;4,3563
7Xb;Drink;English;Oudergem;in Brussels;6;50,84823;4,35141
7Xb;Drink;English;Oudergem;in Brussels;7;50,84606;4,35694
7Xb;Drink;English;Oudergem;in Brussels;8;50,82821;4,37631
7Xb;Drink;English;Oudergem;in Brussels;9;50,84203;4,35265
7Xb;Drink;English;Oudergem;in Brussels;10;50,86228;4,35157
7Xb;Drink;English;Oudergem;in Brussels;11;50,84813;4,3532
7Xb;Drink;English;Oudergem;in Brussels;12;50,85263;4,34308
7Xb;Drink;English;Oudergem;in Brussels;13;50,84847;4,35389
7Xb;Drink;English;Oudergem;in Brussels;14;50,84512;4,34696
7Xb;Drink;English;Oudergem;in Brussels;15;50,84825;4,35059
7Xb;Drink;English;Oudergem;in Brussels;16;50,84576;4,35337
7Xb;Drink;English;Oudergem;in Brussels;17;50,83254;4,35757
7Xb;Drink;English;Oudergem;in Brussels;18;50,84844;4,35328
7Xb;Drink;English;Oudergem;in Brussels;19;50,84842;4,35125
7Xb;Drink;English;Oudergem;in Brussels;20;50,84616;4,35289
7Yb;Drink;Dutch;Oudergem;in Brussels;1;50,84606;4,35694
7Yb;Drink;Dutch;Oudergem;in Brussels;2;50,84891;4,34722
7Yb;Drink;Dutch;Oudergem;in Brussels;3;50,84859;4,3563
7Yb;Drink;Dutch;Oudergem;in Brussels;4;50,85018;4,34748
7Yb;Drink;Dutch;Oudergem;in Brussels;5;50,85117;4,35005
7Yb;Drink;Dutch;Oudergem;in Brussels;6;50,84474;4,34998
7Yb;Drink;Dutch;Oudergem;in Brussels;7;50,85034;4,35477
7Yb;Drink;Dutch;Oudergem;in Brussels;8;50,83801;4,3593
7Yb;Drink;Dutch;Oudergem;in Brussels;9;50,85194;4,34372
7Yb;Drink;Dutch;Oudergem;in Brussels;10;50,84408;4,35242
7Yb;Drink;Dutch;Oudergem;in Brussels;11;50,84916;4,35431
7Yb;Drink;Dutch;Oudergem;in Brussels;12;50,84825;4,35059
7Yb;Drink;Dutch;Oudergem;in Brussels;13;50,86451;4,37344
7Yb;Drink;Dutch;Oudergem;in Brussels;14;50,84809;4,35391
7Yb;Drink;Dutch;Oudergem;in Brussels;15;50,84899;4,35214
7Yb;Drink;Dutch;Oudergem;in Brussels;16;50,85606;4,35289
7Yb;Drink;Dutch;Oudergem;in Brussels;17;50,84825;4,35403
7Yb;Drink;Dutch;Oudergem;in Brussels;18;50,84929;4,34765
7Yb;Drink;Dutch;Oudergem;in Brussels;19;50,84844;4,35583
7Yb;Drink;Dutch;Oudergem;in Brussels;20;50,84776;4,3494
7Wb;Drink;French;Oudergem;in Brussels;1;50,8268;4,37443
7Wb;Drink;French;Oudergem;in Brussels;2;50,84203;4,35265
7Wb;Drink;French;Oudergem;in Brussels;3;50,84474;4,34998
7Wb;Drink;French;Oudergem;in Brussels;4;50,84512;4,34696
7Wb;Drink;French;Oudergem;in Brussels;5;50,8406;4,35161
7Wb;Drink;French;Oudergem;in Brussels;6;50,84834;4,34747
7Wb;Drink;French;Oudergem;in Brussels;7;50,81489;4,38817
7Wb;Drink;French;Oudergem;in Brussels;8;50,84606;4,35694
7Wb;Drink;French;Oudergem;in Brussels;9;50,84403;4,36016
7Wb;Drink;French;Oudergem;in Brussels;10;50,84327;4,35858
7Wb;Drink;French;Oudergem;in Brussels;11;50,84847;4,35389
7Wb;Drink;French;Oudergem;in Brussels;12;50,85018;4,34748
7Wb;Drink;French;Oudergem;in Brussels;13;50,8268;4,37443
7Wb;Drink;French;Oudergem;in Brussels;14;50,81584;4,3726
7Wb;Drink;French;Oudergem;in Brussels;15;50,84268;4,35107
7Wb;Drink;French;Oudergem;in Brussels;16;50,8402;4,35681
7Wb;Drink;French;Oudergem;in Brussels;17;50,84653;4,34987
7Wb;Drink;French;Oudergem;in Brussels;18;50,84834;4,34747
7Wb;Drink;French;Oudergem;in Brussels;19;50,85263;4,34308
7Wb;Drink;French;Oudergem;in Brussels;20;50,84693;4,34708
7Xc;Drink;English;Sint-Agatha-Berchem;in Brussels;1;50,84617;4,35143
7Xc;Drink;English;Sint-Agatha-Berchem;in Brussels;2;50,81584;4,3726
7Xc;Drink;English;Sint-Agatha-Berchem;in Brussels;3;50,84474;4,34998
7Xc;Drink;English;Sint-Agatha-Berchem;in Brussels;4;50,84859;4,3563
7Xc;Drink;English;Sint-Agatha-Berchem;in Brussels;5;50,84823;4,35141
7Xc;Drink;English;Sint-Agatha-Berchem;in Brussels;6;50,84606;4,35694
7Xc;Drink;English;Sint-Agatha-Berchem;in Brussels;7;50,84327;4,35858
7Xc;Drink;English;Sint-Agatha-Berchem;in Brussels;8;50,82821;4,37631
7Xc;Drink;English;Sint-Agatha-Berchem;in Brussels;9;50,86228;4,35157
7Xc;Drink;English;Sint-Agatha-Berchem;in Brussels;10;50,84813;4,3532
7Xc;Drink;English;Sint-Agatha-Berchem;in Brussels;11;50,84203;4,35265
7Xc;Drink;English;Sint-Agatha-Berchem;in Brussels;12;50,85263;4,34308
7Xc;Drink;English;Sint-Agatha-Berchem;in Brussels;13;50,84847;4,35389
7Xc;Drink;English;Sint-Agatha-Berchem;in Brussels;14;50,84825;4,35059
7Xc;Drink;English;Sint-Agatha-Berchem;in Brussels;15;50,84576;4,35337
7Xc;Drink;English;Sint-Agatha-Berchem;in Brussels;16;50,84512;4,34696
7Xc;Drink;English;Sint-Agatha-Berchem;in Brussels;17;50,83254;4,35757
7Xc;Drink;English;Sint-Agatha-Berchem;in Brussels;18;50,84844;4,35328
7Xc;Drink;English;Sint-Agatha-Berchem;in Brussels;19;50,85297;4,3469
7Xc;Drink;English;Sint-Agatha-Berchem;in Brussels;20;50,84891;4,34722
7Yc;Drink;Dutch;Sint-Agatha-Berchem;in Brussels;1;50,84606;4,35694
7Yc;Drink;Dutch;Sint-Agatha-Berchem;in Brussels;2;50,84891;4,34722
7Yc;Drink;Dutch;Sint-Agatha-Berchem;in Brussels;3;50,84859;4,3563
7Yc;Drink;Dutch;Sint-Agatha-Berchem;in Brussels;4;50,85018;4,34748
7Yc;Drink;Dutch;Sint-Agatha-Berchem;in Brussels;5;50,85117;4,35005
7Yc;Drink;Dutch;Sint-Agatha-Berchem;in Brussels;6;50,84474;4,34998
7Yc;Drink;Dutch;Sint-Agatha-Berchem;in Brussels;7;50,85034;4,35477
7Yc;Drink;Dutch;Sint-Agatha-Berchem;in Brussels;8;50,85194;4,34372
7Yc;Drink;Dutch;Sint-Agatha-Berchem;in Brussels;9;50,83801;4,3593
7Yc;Drink;Dutch;Sint-Agatha-Berchem;in Brussels;10;50,84916;4,35431
7Yc;Drink;Dutch;Sint-Agatha-Berchem;in Brussels;11;50,84408;4,35242
7Yc;Drink;Dutch;Sint-Agatha-Berchem;in Brussels;12;50,84825;4,35059
7Yc;Drink;Dutch;Sint-Agatha-Berchem;in Brussels;13;50,86451;4,37344
7Yc;Drink;Dutch;Sint-Agatha-Berchem;in Brussels;14;50,84809;4,35391
7Yc;Drink;Dutch;Sint-Agatha-Berchem;in Brussels;15;50,84899;4,35214
7Yc;Drink;Dutch;Sint-Agatha-Berchem;in Brussels;16;50,85606;4,35289
7Yc;Drink;Dutch;Sint-Agatha-Berchem;in Brussels;17;50,84825;4,35403
7Yc;Drink;Dutch;Sint-Agatha-Berchem;in Brussels;18;50,84929;4,34765
7Yc;Drink;Dutch;Sint-Agatha-Berchem;in Brussels;19;50,84844;4,35583
7Yc;Drink;Dutch;Sint-Agatha-Berchem;in Brussels;20;50,84776;4,3494
7Wc;Drink;French;Sint-Agatha-Berchem;in Brussels;1;50,8268;4,37443
7Wc;Drink;French;Sint-Agatha-Berchem;in Brussels;2;50,84203;4,35265
7Wc;Drink;French;Sint-Agatha-Berchem;in Brussels;3;50,84474;4,34998
7Wc;Drink;French;Sint-Agatha-Berchem;in Brussels;4;50,8406;4,35161
7Wc;Drink;French;Sint-Agatha-Berchem;in Brussels;5;50,84512;4,34696
7Wc;Drink;French;Sint-Agatha-Berchem;in Brussels;6;50,84834;4,34747
7Wc;Drink;French;Sint-Agatha-Berchem;in Brussels;7;50,84606;4,35694
7Wc;Drink;French;Sint-Agatha-Berchem;in Brussels;8;50,84403;4,36016
7Wc;Drink;French;Sint-Agatha-Berchem;in Brussels;9;50,81489;4,38817
7Wc;Drink;French;Sint-Agatha-Berchem;in Brussels;10;50,84327;4,35858
7Wc;Drink;French;Sint-Agatha-Berchem;in Brussels;11;50,85018;4,34748
7Wc;Drink;French;Sint-Agatha-Berchem;in Brussels;12;50,84847;4,35389
7Wc;Drink;French;Sint-Agatha-Berchem;in Brussels;13;50,8268;4,37443
7Wc;Drink;French;Sint-Agatha-Berchem;in Brussels;14;50,81584;4,3726
7Wc;Drink;French;Sint-Agatha-Berchem;in Brussels;15;50,84268;4,35107
7Wc;Drink;French;Sint-Agatha-Berchem;in Brussels;16;50,8402;4,35681
7Wc;Drink;French;Sint-Agatha-Berchem;in Brussels;17;50,84834;4,34747
7Wc;Drink;French;Sint-Agatha-Berchem;in Brussels;18;50,85263;4,34308
7Wc;Drink;French;Sint-Agatha-Berchem;in Brussels;19;50,84653;4,34987
7Wc;Drink;French;Sint-Agatha-Berchem;in Brussels;20;50,84693;4,34708
7Xd;Drink;English;Stad Brussel;in Brussels;1;50,84617;4,35143
7Xd;Drink;English;Stad Brussel;in Brussels;2;50,81584;4,3726
7Xd;Drink;English;Stad Brussel;in Brussels;3;50,84474;4,34998
7Xd;Drink;English;Stad Brussel;in Brussels;4;50,84327;4,35858
7Xd;Drink;English;Stad Brussel;in Brussels;5;50,84859;4,3563
7Xd;Drink;English;Stad Brussel;in Brussels;6;50,84823;4,35141
7Xd;Drink;English;Stad Brussel;in Brussels;7;50,84606;4,35694
7Xd;Drink;English;Stad Brussel;in Brussels;8;50,85263;4,34308
7Xd;Drink;English;Stad Brussel;in Brussels;9;50,84813;4,3532
7Xd;Drink;English;Stad Brussel;in Brussels;10;50,84847;4,35389
7Xd;Drink;English;Stad Brussel;in Brussels;11;50,84203;4,35265
7Xd;Drink;English;Stad Brussel;in Brussels;12;50,84825;4,35059
7Xd;Drink;English;Stad Brussel;in Brussels;13;50,82821;4,37631
7Xd;Drink;English;Stad Brussel;in Brussels;14;50,84512;4,34696
7Xd;Drink;English;Stad Brussel;in Brussels;15;50,86228;4,35157
7Xd;Drink;English;Stad Brussel;in Brussels;16;50,84576;4,35337
7Xd;Drink;English;Stad Brussel;in Brussels;17;50,84842;4,35125
7Xd;Drink;English;Stad Brussel;in Brussels;18;50,84891;4,34722
7Xd;Drink;English;Stad Brussel;in Brussels;19;50,85297;4,3469
7Xd;Drink;English;Stad Brussel;in Brussels;20;50,84843;4,3539
7Yd;Drink;Dutch;Stad Brussel;in Brussels;1;50,85117;4,35005
7Yd;Drink;Dutch;Stad Brussel;in Brussels;2;50,84891;4,34722
7Yd;Drink;Dutch;Stad Brussel;in Brussels;3;50,84859;4,3563
7Yd;Drink;Dutch;Stad Brussel;in Brussels;4;50,84606;4,35694
7Yd;Drink;Dutch;Stad Brussel;in Brussels;5;50,85243;4,35468
7Yd;Drink;Dutch;Stad Brussel;in Brussels;6;50,84825;4,35059
7Yd;Drink;Dutch;Stad Brussel;in Brussels;7;50,85034;4,35477
7Yd;Drink;Dutch;Stad Brussel;in Brussels;8;50,84916;4,35431
7Yd;Drink;Dutch;Stad Brussel;in Brussels;9;50,84474;4,34998
7Yd;Drink;Dutch;Stad Brussel;in Brussels;10;50,84809;4,35391
7Yd;Drink;Dutch;Stad Brussel;in Brussels;11;50,84408;4,35242
7Yd;Drink;Dutch;Stad Brussel;in Brussels;12;50,84929;4,34765
7Yd;Drink;Dutch;Stad Brussel;in Brussels;13;50,85164;4,35052
7Yd;Drink;Dutch;Stad Brussel;in Brussels;14;50,84842;4,35125
7Yd;Drink;Dutch;Stad Brussel;in Brussels;15;50,84847;4,35389
7Yd;Drink;Dutch;Stad Brussel;in Brussels;16;50,83801;4,3593
7Yd;Drink;Dutch;Stad Brussel;in Brussels;17;50,84883;4,34878
7Yd;Drink;Dutch;Stad Brussel;in Brussels;18;50,84852;4,35102
7Yd;Drink;Dutch;Stad Brussel;in Brussels;19;50,84714;4,35195
7Yd;Drink;Dutch;Stad Brussel;in Brussels;20;50,84968;4,35137
7Wd;Drink;French;Stad Brussel;in Brussels;1;50,8268;4,37443
7Wd;Drink;French;Stad Brussel;in Brussels;2;50,84203;4,35265
7Wd;Drink;French;Stad Brussel;in Brussels;3;50,84474;4,34998
7Wd;Drink;French;Stad Brussel;in Brussels;4;50,84834;4,34747
7Wd;Drink;French;Stad Brussel;in Brussels;5;50,84512;4,34696
7Wd;Drink;French;Stad Brussel;in Brussels;6;50,84606;4,35694
7Wd;Drink;French;Stad Brussel;in Brussels;7;50,8406;4,35161
7Wd;Drink;French;Stad Brussel;in Brussels;8;50,84403;4,36016
7Wd;Drink;French;Stad Brussel;in Brussels;9;50,8268;4,37443
7Wd;Drink;French;Stad Brussel;in Brussels;10;50,84327;4,35858
7Wd;Drink;French;Stad Brussel;in Brussels;11;50,84847;4,35389
7Wd;Drink;French;Stad Brussel;in Brussels;12;50,85018;4,34748
7Wd;Drink;French;Stad Brussel;in Brussels;13;50,84834;4,34747
7Wd;Drink;French;Stad Brussel;in Brussels;14;50,84268;4,35107
7Wd;Drink;French;Stad Brussel;in Brussels;15;50,81489;4,38817
7Wd;Drink;French;Stad Brussel;in Brussels;16;50,85263;4,34308
7Wd;Drink;French;Stad Brussel;in Brussels;17;50,84653;4,34987
7Wd;Drink;French;Stad Brussel;in Brussels;18;50,81584;4,3726
7Wd;Drink;French;Stad Brussel;in Brussels;19;50,8402;4,35681
7Wd;Drink;French;Stad Brussel;in Brussels;20;50,84693;4,34708
7Xe;Drink;English;Etterbeek;in Brussels;1;50,84617;4,35143
7Xe;Drink;English;Etterbeek;in Brussels;2;50,81584;4,3726
7Xe;Drink;English;Etterbeek;in Brussels;3;50,84327;4,35858
7Xe;Drink;English;Etterbeek;in Brussels;4;50,84474;4,34998
7Xe;Drink;English;Etterbeek;in Brussels;5;50,84859;4,3563
7Xe;Drink;English;Etterbeek;in Brussels;6;50,82821;4,37631
7Xe;Drink;English;Etterbeek;in Brussels;7;50,84606;4,35694
7Xe;Drink;English;Etterbeek;in Brussels;8;50,84823;4,35141
7Xe;Drink;English;Etterbeek;in Brussels;9;50,85263;4,34308
7Xe;Drink;English;Etterbeek;in Brussels;10;50,84813;4,3532
7Xe;Drink;English;Etterbeek;in Brussels;11;50,84847;4,35389
7Xe;Drink;English;Etterbeek;in Brussels;12;50,86228;4,35157
7Xe;Drink;English;Etterbeek;in Brussels;13;50,84512;4,34696
7Xe;Drink;English;Etterbeek;in Brussels;14;50,84203;4,35265
7Xe;Drink;English;Etterbeek;in Brussels;15;50,84825;4,35059
7Xe;Drink;English;Etterbeek;in Brussels;16;50,84576;4,35337
7Xe;Drink;English;Etterbeek;in Brussels;17;50,83254;4,35757
7Xe;Drink;English;Etterbeek;in Brussels;18;50,84842;4,35125
7Xe;Drink;English;Etterbeek;in Brussels;19;50,85297;4,3469
7Xe;Drink;English;Etterbeek;in Brussels;20;50,84616;4,35289
7Ye;Drink;Dutch;Etterbeek;in Brussels;1;50,84606;4,35694
7Ye;Drink;Dutch;Etterbeek;in Brussels;2;50,84859;4,3563
7Ye;Drink;Dutch;Etterbeek;in Brussels;3;50,84891;4,34722
7Ye;Drink;Dutch;Etterbeek;in Brussels;4;50,84474;4,34998
7Ye;Drink;Dutch;Etterbeek;in Brussels;5;50,83801;4,3593
7Ye;Drink;Dutch;Etterbeek;in Brussels;6;50,85117;4,35005
7Ye;Drink;Dutch;Etterbeek;in Brussels;7;50,85034;4,35477
7Ye;Drink;Dutch;Etterbeek;in Brussels;8;50,84408;4,35242
7Ye;Drink;Dutch;Etterbeek;in Brussels;9;50,84916;4,35431
7Ye;Drink;Dutch;Etterbeek;in Brussels;10;50,8164;4,37457
7Ye;Drink;Dutch;Etterbeek;in Brussels;11;50,84809;4,35391
7Ye;Drink;Dutch;Etterbeek;in Brussels;12;50,84825;4,35059
7Ye;Drink;Dutch;Etterbeek;in Brussels;13;50,82821;4,37631
7Ye;Drink;Dutch;Etterbeek;in Brussels;14;50,86451;4,37344
7Ye;Drink;Dutch;Etterbeek;in Brussels;15;50,84949;4,36686
7Ye;Drink;Dutch;Etterbeek;in Brussels;16;50,84929;4,34765
7Ye;Drink;Dutch;Etterbeek;in Brussels;17;50,83961;4,35541
7Ye;Drink;Dutch;Etterbeek;in Brussels;18;50,82725;4,36342
7Ye;Drink;Dutch;Etterbeek;in Brussels;19;50,82655;4,3623
7Ye;Drink;Dutch;Etterbeek;in Brussels;20;50,81731;4,37237
7We;Drink;French;Etterbeek;in Brussels;1;50,8268;4,37443
7We;Drink;French;Etterbeek;in Brussels;2;50,84203;4,35265
7We;Drink;French;Etterbeek;in Brussels;3;50,84474;4,34998
7We;Drink;French;Etterbeek;in Brussels;4;50,8268;4,37443
7We;Drink;French;Etterbeek;in Brussels;5;50,84403;4,36016
7We;Drink;French;Etterbeek;in Brussels;6;50,8406;4,35161
7We;Drink;French;Etterbeek;in Brussels;7;50,84512;4,34696
7We;Drink;French;Etterbeek;in Brussels;8;50,81489;4,38817
7We;Drink;French;Etterbeek;in Brussels;9;50,84606;4,35694
7We;Drink;French;Etterbeek;in Brussels;10;50,84834;4,34747
7We;Drink;French;Etterbeek;in Brussels;11;50,84327;4,35858
7We;Drink;French;Etterbeek;in Brussels;12;50,81584;4,3726
7We;Drink;French;Etterbeek;in Brussels;13;50,84847;4,35389
7We;Drink;French;Etterbeek;in Brussels;14;50,84268;4,35107
7We;Drink;French;Etterbeek;in Brussels;15;50,85018;4,34748
7We;Drink;French;Etterbeek;in Brussels;16;50,8402;4,35681
7We;Drink;French;Etterbeek;in Brussels;17;50,84834;4,34747
7We;Drink;French;Etterbeek;in Brussels;18;50,85263;4,34308
7We;Drink;French;Etterbeek;in Brussels;19;50,84653;4,34987
7We;Drink;French;Etterbeek;in Brussels;20;50,82779;4,36394
7Xf;Drink;English;Evere;in Brussels;1;50,84617;4,35143
7Xf;Drink;English;Evere;in Brussels;2;50,81584;4,3726
7Xf;Drink;English;Evere;in Brussels;3;50,84327;4,35858
7Xf;Drink;English;Evere;in Brussels;4;50,84474;4,34998
7Xf;Drink;English;Evere;in Brussels;5;50,84859;4,3563
7Xf;Drink;English;Evere;in Brussels;6;50,84823;4,35141
7Xf;Drink;English;Evere;in Brussels;7;50,84606;4,35694
7Xf;Drink;English;Evere;in Brussels;8;50,85263;4,34308
7Xf;Drink;English;Evere;in Brussels;9;50,82821;4,37631
7Xf;Drink;English;Evere;in Brussels;10;50,84203;4,35265
7Xf;Drink;English;Evere;in Brussels;11;50,86228;4,35157
7Xf;Drink;English;Evere;in Brussels;12;50,84813;4,3532
7Xf;Drink;English;Evere;in Brussels;13;50,83254;4,35757
7Xf;Drink;English;Evere;in Brussels;14;50,84847;4,35389
7Xf;Drink;English;Evere;in Brussels;15;50,84512;4,34696
7Xf;Drink;English;Evere;in Brussels;16;50,84576;4,35337
7Xf;Drink;English;Evere;in Brussels;17;50,84825;4,35059
7Xf;Drink;English;Evere;in Brussels;18;50,85297;4,3469
7Xf;Drink;English;Evere;in Brussels;19;50,84844;4,35328
7Xf;Drink;English;Evere;in Brussels;20;50,84842;4,35125
7Yf;Drink;Dutch;Evere;in Brussels;1;50,84606;4,35694
7Yf;Drink;Dutch;Evere;in Brussels;2;50,84891;4,34722
7Yf;Drink;Dutch;Evere;in Brussels;3;50,84859;4,3563
7Yf;Drink;Dutch;Evere;in Brussels;4;50,85117;4,35005
7Yf;Drink;Dutch;Evere;in Brussels;5;50,86451;4,37344
7Yf;Drink;Dutch;Evere;in Brussels;6;50,84474;4,34998
7Yf;Drink;Dutch;Evere;in Brussels;7;50,85034;4,35477
7Yf;Drink;Dutch;Evere;in Brussels;8;50,83801;4,3593
7Yf;Drink;Dutch;Evere;in Brussels;9;50,84916;4,35431
7Yf;Drink;Dutch;Evere;in Brussels;10;50,84408;4,35242
7Yf;Drink;Dutch;Evere;in Brussels;11;50,84825;4,35059
7Yf;Drink;Dutch;Evere;in Brussels;12;50,84809;4,35391
7Yf;Drink;Dutch;Evere;in Brussels;13;50,8164;4,37457
7Yf;Drink;Dutch;Evere;in Brussels;14;50,84929;4,34765
7Yf;Drink;Dutch;Evere;in Brussels;15;50,84949;4,36686
7Yf;Drink;Dutch;Evere;in Brussels;16;50,83362;4,34444
7Yf;Drink;Dutch;Evere;in Brussels;17;50,82821;4,37631
7Yf;Drink;Dutch;Evere;in Brussels;18;50,84847;4,35389
7Yf;Drink;Dutch;Evere;in Brussels;19;50,83961;4,35541
7Yf;Drink;Dutch;Evere;in Brussels;20;50,84714;4,35195
7Wf;Drink;French;Evere;in Brussels;1;50,8268;4,37443
7Wf;Drink;French;Evere;in Brussels;2;50,84203;4,35265
7Wf;Drink;French;Evere;in Brussels;3;50,84474;4,34998
7Wf;Drink;French;Evere;in Brussels;4;50,8268;4,37443
7Wf;Drink;French;Evere;in Brussels;5;50,84512;4,34696
7Wf;Drink;French;Evere;in Brussels;6;50,84403;4,36016
7Wf;Drink;French;Evere;in Brussels;7;50,84834;4,34747
7Wf;Drink;French;Evere;in Brussels;8;50,8406;4,35161
7Wf;Drink;French;Evere;in Brussels;9;50,84606;4,35694
7Wf;Drink;French;Evere;in Brussels;10;50,84327;4,35858
7Wf;Drink;French;Evere;in Brussels;11;50,81489;4,38817
7Wf;Drink;French;Evere;in Brussels;12;50,85018;4,34748
7Wf;Drink;French;Evere;in Brussels;13;50,84847;4,35389
7Wf;Drink;French;Evere;in Brussels;14;50,84268;4,35107
7Wf;Drink;French;Evere;in Brussels;15;50,84834;4,34747
7Wf;Drink;French;Evere;in Brussels;16;50,81584;4,3726
7Wf;Drink;French;Evere;in Brussels;17;50,85263;4,34308
7Wf;Drink;French;Evere;in Brussels;18;50,8402;4,35681
7Wf;Drink;French;Evere;in Brussels;19;50,84653;4,34987
7Wf;Drink;French;Evere;in Brussels;20;50,84693;4,34708
7Xg;Drink;English;Vorst;in Brussels;1;50,84617;4,35143
7Xg;Drink;English;Vorst;in Brussels;2;50,81584;4,3726
7Xg;Drink;English;Vorst;in Brussels;3;50,84327;4,35858
7Xg;Drink;English;Vorst;in Brussels;4;50,84474;4,34998
7Xg;Drink;English;Vorst;in Brussels;5;50,84859;4,3563
7Xg;Drink;English;Vorst;in Brussels;6;50,84823;4,35141
7Xg;Drink;English;Vorst;in Brussels;7;50,84606;4,35694
7Xg;Drink;English;Vorst;in Brussels;8;50,85263;4,34308
7Xg;Drink;English;Vorst;in Brussels;9;50,82821;4,37631
7Xg;Drink;English;Vorst;in Brussels;10;50,84203;4,35265
7Xg;Drink;English;Vorst;in Brussels;11;50,86228;4,35157
7Xg;Drink;English;Vorst;in Brussels;12;50,84813;4,3532
7Xg;Drink;English;Vorst;in Brussels;13;50,84512;4,34696
7Xg;Drink;English;Vorst;in Brussels;14;50,84847;4,35389
7Xg;Drink;English;Vorst;in Brussels;15;50,84825;4,35059
7Xg;Drink;English;Vorst;in Brussels;16;50,84576;4,35337
7Xg;Drink;English;Vorst;in Brussels;17;50,83254;4,35757
7Xg;Drink;English;Vorst;in Brussels;18;50,85297;4,3469
7Xg;Drink;English;Vorst;in Brussels;19;50,84842;4,35125
7Xg;Drink;English;Vorst;in Brussels;20;50,84891;4,34722
7Yg;Drink;Dutch;Vorst;in Brussels;1;50,85117;4,35005
7Yg;Drink;Dutch;Vorst;in Brussels;2;50,84606;4,35694
7Yg;Drink;Dutch;Vorst;in Brussels;3;50,84891;4,34722
7Yg;Drink;Dutch;Vorst;in Brussels;4;50,84859;4,3563
7Yg;Drink;Dutch;Vorst;in Brussels;5;50,84474;4,34998
7Yg;Drink;Dutch;Vorst;in Brussels;6;50,84825;4,35059
7Yg;Drink;Dutch;Vorst;in Brussels;7;50,84408;4,35242
7Yg;Drink;Dutch;Vorst;in Brussels;8;50,84847;4,35389
7Yg;Drink;Dutch;Vorst;in Brussels;9;50,84916;4,35431
7Yg;Drink;Dutch;Vorst;in Brussels;10;50,8164;4,37457
7Yg;Drink;Dutch;Vorst;in Brussels;11;50,84809;4,35391
7Yg;Drink;Dutch;Vorst;in Brussels;12;50,86451;4,37344
